repo_full_name,issue_id,number,title,body,user_login,user_id,state,locked,comments_count,created_at,updated_at,closed_at,labels,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
eugeneyan/applied-ml,2272052756,257,Add new post: 'Building and Maintaining Internal Tools for DS/ML team…,Link: https://building.nubank.com.br/building-and-maintaining-internal-tools-for-ds-ml-teams-lessons-learned/,queirozfcom,1554354,closed,False,0,2024-04-30T16:57:51+00:00,2024-05-14T17:24:28+00:00,2024-05-02T14:44:23+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,2103670113,256,Ml,,prerna098,110772675,closed,False,0,2024-01-27T16:48:31+00:00,2024-01-29T05:46:35+00:00,2024-01-29T05:46:35+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1947693903,255,Removed unicode char in title,"I noticed under Data Engineering Item 15 what looks to be an unintentional additional unicode character (see screenshot). This PR is a simple fix to remove that. 

<img width=""961"" alt=""image"" src=""https://github.com/eugeneyan/applied-ml/assets/16997867/c674b787-4cd5-422e-9d38-704126ebf403"">


",ddanieltan,16997867,closed,False,1,2023-10-17T15:24:51+00:00,2023-10-18T01:12:59+00:00,2023-10-18T01:12:59+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1887895825,254,Fix for Databricks session links,"Databricks session links were forwarding to the Databricks YT channel. Replaced all links with matching video results with the correct YT video.

No matching video found for the Deep Anomaly Detection with Spark and Tensorflow session.",mbar0,5559296,closed,False,1,2023-09-08T15:25:54+00:00,2023-09-09T07:29:21+00:00,2023-09-09T07:29:20+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1878306819,253,"Add post on de-risking real-time ML projects, from Nubank","Added under `Practices`.

Link: https://building.nubank.com.br/de-risking-real-time-ml-projects-addressing-common-failure-modes/
",queirozfcom,1554354,closed,False,1,2023-09-02T03:16:38+00:00,2023-09-09T07:31:07+00:00,2023-09-09T07:31:06+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1843087927,252,NLP Pipeline Books,Please add NLP pipeline book.,Adesoji1,20457308,closed,False,0,2023-08-09T11:59:33+00:00,2024-01-29T05:46:44+00:00,2024-01-29T05:46:44+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1778106074,251,Add new post on train-serve skew by nubank,Added new guide under **model management** on how to deal with train-serve skew for real-time models: https://building.nubank.com.br/dealing-with-train-serve-skew-in-real-time-ml-models-a-short-guide/,queirozfcom,1554354,closed,False,1,2023-06-28T03:21:58+00:00,2023-06-29T02:40:33+00:00,2023-06-29T02:40:33+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1726540510,250,"Adding presentations by Spotify, BazaarVoice","covering embeddings at scale and using CV for search ranking, respectively",PubliusAu,119470903,closed,False,1,2023-05-25T22:00:58+00:00,2023-05-26T01:41:10+00:00,2023-05-26T01:41:10+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1658434957,249,Fixed a url link!,Fixed the url link!,Phrrancis,60043467,closed,False,2,2023-04-07T06:40:26+00:00,2023-05-19T14:21:13+00:00,2023-05-19T14:21:12+00:00,,0,0,0,0,0,0,0
eugeneyan/applied-ml,1637799710,248,Add differential privacy refs,"Hi @eugeneyan. I added 3 references for privacy preserving ML. There's some overlap between three fields: differential privacy, federated learning, and distributed ML. But, I think these 3 references are a good place to start. 

#227 could be included under this topic as well, but I've to re-read those papers to be sure.",chongshenng,29951306,closed,False,2,2023-03-23T15:47:07+00:00,2023-05-19T14:19:10+00:00,2023-05-19T14:19:10+00:00,,0,0,0,0,0,0,0
