repo_full_name,issue_id,number,title,body,user_login,user_id,state,locked,comments_count,created_at,updated_at,closed_at,labels,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
microsoft/Data-Science-For-Beginners,2926033721,564,ci: add Azure Static Web Apps workflow file,on-behalf-of: @Azure opensource@microsoft.com,osmakhil,153551053,open,False,1,2025-03-17T18:30:48+00:00,2025-03-17T18:45:44+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2903932361,563,wrong link,"https://purple-hill-04aebfb03.1.azurestaticapps.net/quiz/0
 
the link doesnt work.",stguller,32449978,open,False,1,2025-03-07T21:00:24+00:00,2025-03-10T19:07:28+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2872847656,562,Update README.md,Missing closing parenteshis,verargulla,37124259,open,False,0,2025-02-23T01:46:23+00:00,2025-02-23T01:46:23+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2867821124,561,Update README.md,Fixed some potential misspellings/errors.,jt-216,174172008,closed,False,0,2025-02-21T03:16:54+00:00,2025-04-10T05:57:22+00:00,2025-04-10T05:57:22+00:00,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2833681789,558,README.md,just a small touch,AnurgKr,165746882,closed,False,0,2025-02-05T18:34:45+00:00,2025-02-05T18:35:38+00:00,2025-02-05T18:35:18+00:00,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2761075873,556,Update azure-static-web-apps-purple-hill-04aebfb03.yml,,Movie1103,93047662,open,False,0,2024-12-27T16:39:11+00:00,2024-12-27T16:39:11+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2719986209,555,Enhance Visualization Section with Feature Correlation Analysis at 3-Data-Visualization/13-meaningful-visualizations,"I noticed that the current visualization section in the Microsoft Data Science Beginner Course mentions relationships between features but does not explore how they can be analyzed quantitatively, such as using the Pearson correlation which is perfect way to analyze the relationship between features and how each feature correlated with other features including target feature. Incorporating Pearson correlation analysis can provide valuable insights into feature relationships, which are crucial for data preprocessing and feature engineering. ",mehboob14,130151311,open,False,0,2024-12-05T10:20:31+00:00,2024-12-05T10:20:31+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2712954250,554,Delete translations/README.ne.MD,"git clone yields the following error on windows:

therefor i propose to delete the .MD file (double content)

C:\work\microsoft>git clone https://github.com/microsoft/Data-Science-For-Beginners.git Cloning into 'Data-Science-For-Beginners'...
remote: Enumerating objects: 7744, done.
remote: Total 7744 (delta 0), reused 0 (delta 0), pack-reused 7744 (from 1) Receiving objects: 100% (7744/7744), 69.68 MiB | 4.00 MiB/s, done.

Resolving deltas: 100% (4796/4796), done.
Updating files: 100% (523/523), done.
warning: the following paths have collided (e.g. case-sensitive paths on a case-insensitive filesystem) and only one from the same colliding group is in the working tree:

  'translations/README.ne.MD'
  'translations/README.ne.md'",bmerkle,232471,open,False,0,2024-12-02T18:42:50+00:00,2024-12-02T18:42:50+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2596267678,553,1,,Killerkillua,185326470,open,False,0,2024-10-18T02:57:29+00:00,2024-10-18T12:53:08+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2584001430,552,Delete translations/README.ne.MD,"This is a duplicated file from translations/README.ne.md, which is breaking git in cloned repos on case-insensitive filesystems. Described on [issue #495](https://github.com/microsoft/Data-Science-For-Beginners/issues/495).

This PR is only deleting the non-conforming-named duplicated file from GitHub and nothing more.",guibracco,102906034,open,False,1,2024-10-13T14:13:25+00:00,2024-10-13T14:15:54+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2485336058,550,Tech rospl,"Issue 1: Broken Link #497 
Fixed the broken link to ""illusion of choice"" in the 2nd paragraph of the ""Introduction to Ethics"" page. The link was previously returning a ""Page Not Found"" error. Updated the link to point to the correct article.
 
Issue 2: Missing Height Value in SOCR_MLB.tsv Dataset #525 
Resolved an issue with a missing height value in the SOCR_MLB.tsv dataset, which was causing `nan` values in the correlation calculations within the ""Correlation and Evil Baseball Corp"" section of the notebook. Added code to identify and handle the missing value, ensuring accurate numerical outputs.

",manishp14,127684429,open,False,2,2024-08-25T15:35:15+00:00,2024-08-28T07:28:55+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2369878635,548,debugged the (Working With Data expression error),I debugged the issue#545,JOBIN-SABU,137516443,open,False,1,2024-06-24T10:37:52+00:00,2024-06-24T12:44:43+00:00,,,1,1,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2325358217,547,Add two new resources to #Review & Self Study section,"Updated the # Review & Self Study section of the README.md by adding two valuable resources:

1. 12 Real-World Data Science Applications with Examples - This resource provides practical examples of data science applications across various industries.
2. Data science in health care - A comprehensive look at how data science is transforming health care with real-world case studies.

These additions will help users gain a deeper understanding of data science applications in real-world scenarios.

Thanks!",bikashdaga,95040719,open,False,0,2024-05-30T10:54:31+00:00,2024-06-23T15:52:23+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2306264950,546,.ipynb,"All the .ipnyb files in the course no longer open. Try to work on them, because we can't access the notebooks. Thank you!
![Screenshot (47)](https://github.com/microsoft/Data-Science-For-Beginners/assets/127308814/120c6df5-e493-44a2-b644-01c51dbb65ea)
",sydneyceed,127308814,open,False,2,2024-05-20T15:41:30+00:00,2024-12-04T11:49:22+00:00,,,0,0,0,0,0,0,0
microsoft/Data-Science-For-Beginners,2240888901,545,Expression error in 02-Working-With-Data/07-python/notebook.ipynb,"**Describe the bug**
Code to demonstrate the concept of grouping in pandas errors out because it tries to perform **.mean()** to **text column B**

I believe it should be - df.groupby(by='LenB')[['A','DivA']].mean()
",aniveshkanodia,68919759,open,False,1,2024-04-12T20:47:28+00:00,2024-10-18T16:44:34+00:00,,,1,1,0,0,0,0,0
