repo_full_name,pr_id,comment_id,user_login,user_id,created_at,updated_at,body,is_review_comment,path,position,diff_hunk,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
gradio-app/gradio,2514139619,2085168635,abidlabs,1778297,2025-05-12T17:51:00+00:00,2025-05-12T17:51:00+00:00,Use the `|` syntax instead of `Union`,False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085171151,abidlabs,1778297,2025-05-12T17:52:52+00:00,2025-05-12T17:52:52+00:00,Can you explain what this if/else is handling?,False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085332826,dawoodkhan82,12725292,2025-05-12T19:41:39+00:00,2025-05-12T19:41:39+00:00,"checks for value prop of the component. But the else is redundant, will fix.",False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085407750,abidlabs,1778297,2025-05-12T20:31:11+00:00,2025-05-12T20:31:11+00:00,This can be a static method,False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085409090,abidlabs,1778297,2025-05-12T20:31:40+00:00,2025-05-12T20:31:40+00:00,"Instead of checking if it has a ""get_config"" attribute, why not just check if it's an instance of Component?",False,,,,1,1,0,0,0,0,0
gradio-app/gradio,2514139619,2085409751,abidlabs,1778297,2025-05-12T20:31:55+00:00,2025-05-12T20:31:55+00:00,What is this try/except designed to handle? ,False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085412686,abidlabs,1778297,2025-05-12T20:32:53+00:00,2025-05-12T20:32:53+00:00,"This casting is not ideal as it'll mask any typing issues, would be better if we ensured that make_serializable returned a list[MessageDict].",False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085562395,dawoodkhan82,12725292,2025-05-12T21:34:19+00:00,2025-05-12T21:34:19+00:00,"To fix this, changed the `make_serializable` method to return `any`. Since it's recursive and has to to return other the other types (messagedict, component) as well",False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085563700,dawoodkhan82,12725292,2025-05-12T21:34:59+00:00,2025-05-12T21:34:59+00:00,"Lmk if this is better, than `cast`",False,,,,0,0,0,0,0,0,0
gradio-app/gradio,2514139619,2085567221,dawoodkhan82,12725292,2025-05-12T21:36:47+00:00,2025-05-12T21:37:11+00:00,I can make it static but since its recursive I would have to call itself using `ChatInterface._make_serializable` instead of using self. opted not to since we don't do that anywhere else. ,False,,,,0,0,0,0,0,0,0
