repo_full_name,issue_id,number,title,body,user_login,user_id,state,locked,comments_count,created_at,updated_at,closed_at,labels,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
dair-ai/ML-YouTube-Courses,2989326532,48,Add Pollinations.AI as a generative AI resource for students,"## Description
This PR adds Pollinations.AI as a free generative AI resource for students learning machine learning. It introduces a new section ""Generative AI Tools and Resources"" to complement the existing course content.

### Added Components:
1. New section in the table of contents for ""Generative AI Tools and Resources""
2. Detailed description of Pollinations.AI with its key features for students:
   - No signup required
   - No API key needed
   - Free to use
   - Multiple modalities (text, image, audio)
   - OpenAI-compatible API
   - Educational focus

### Why Pollinations.AI is valuable for ML students:
- **Hands-on learning**: Students can immediately experiment with generative AI models without setup barriers
- **Practical application**: Complements theoretical course content with practical tools
- **Accessibility**: Free access makes it ideal for educational settings
- **API experience**: Students can learn industry-standard API patterns
- **Prompt engineering practice**: Provides a platform to test and refine prompts

This addition enhances the repository by providing students with a practical tool to experiment with the generative AI concepts they learn about in the courses listed in this repository.

## Checklist
- [x] Added new section to the table of contents
- [x] Created detailed description of Pollinations.AI with educational benefits
- [x] Maintained consistent formatting with the rest of the README
- [x] Added relevant links to the platform and documentation",voodoohop,5099901,open,False,0,2025-04-11T17:43:23+00:00,2025-04-11T17:43:23+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2911870569,47,Add DGM courses,"Created a section for courses on **Deep Generative Models**.
Moved the _Deep Unsupervised Learning_  course to this section as it is a better fit (it previously belonged to the deep learning courses).
I also added 3 new courses on DGM from Cornell, Stanford, and MIT.",RamtinMoslemi,76493699,open,False,0,2025-03-11T20:56:32+00:00,2025-03-11T20:56:32+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2554069654,46,Update CS229: link for 2022 version,,shivamchhuneja,112275066,open,False,0,2024-09-28T07:07:57+00:00,2024-09-28T07:07:57+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2539515968,45,Adding Generative AI Resources,"- [Gen AI from Basic to Advanced](https://www.youtube.com/watch?v=V9tJCQoBakA&list=PLQxDHpeGU14AIu52l2OlIJs9z94yTFR_t)
- [Generative AI Foundation Course](https://www.youtube.com/watch?v=ajWheP8ZD70&list=PLQxDHpeGU14D7NiPgqxC9qhKkx4jMQcDk)
- [Free Code Camp Generative AI Course](https://www.youtube.com/watch?v=mEsleV16qdo&list=PLQxDHpeGU14C6lH1lbX3jrNru8M-NaAod)
- [RAG Pipeline complete playlist](https://www.youtube.com/watch?v=wTVTkOb3SZc&list=PLQxDHpeGU14Blorx3Ps1eZJ4XvKET1_vx)
- [Advanced RAG pipeline Playlist](https://www.youtube.com/watch?v=Wwuz1l-PCgQ&list=PLQxDHpeGU14DBq-yZYrr4B2rz0mJ--Ljs)
- [Finetuning and Quantization of LLMs full playlist](https://www.youtube.com/watch?v=6S59Y0ckTm4&list=PLZoTAELRMXVN9VbAx5I2VvloTtYmlApe3)
- [Llama-Index playlist](https://www.youtube.com/watch?v=1eym7BTnuNg&list=PLZoTAELRMXVNOWh1SDXt5NFujQMOt-CWy)
- [Langgraph playlist](https://www.youtube.com/watch?v=b2iM9bPdAEs&list=PLZoTAELRMXVNAprLfaHq64tBeCGvWSVpv)
- [AI End to End Projects youtube channel](https://www.youtube.com/@AyushShauryaJha)
- [Hugging Face Course](https://www.youtube.com/watch?v=00GKzGyWFEs&list=PLo2EIpI_JMQvWfQndUesu0nPBAtZ9gP1o)


[**Realted PR**](https://github.com/dair-ai/ML-YouTube-Courses/pull/44)",jhaayush2004,164651751,open,False,0,2024-09-20T19:22:50+00:00,2024-09-20T19:28:51+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2539510555,44,Update README.md,Added with End to End   **Generative AI (Including RAG systems)**   free Resources to visit.,jhaayush2004,164651751,open,False,0,2024-09-20T19:20:31+00:00,2024-09-20T19:20:31+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2537646080,43,add Machine Learning Research Paper Writing Tutorial,"@omarsar, not sure where this sits in the repo: [Machine Learning Research Paper Writing Tutorial](https://www.youtube.com/playlist?list=PLs_LQqhGAXZy5OG6Fu5R140BnyXmX_lPQ). Can send a PR if you think it fits here.
",hasibzunair,33185386,open,False,0,2024-09-20T01:35:36+00:00,2024-09-20T01:35:36+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2535757176,42,Tl;dr,polylog and the show the modern genius of everyday life...,judyfong,6866656,open,False,0,2024-09-19T09:11:31+00:00,2024-09-19T09:11:31+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2381987818,41,ML-YouTube-Courses,,MaziarMarzban,64812007,open,False,0,2024-06-29T21:58:03+00:00,2024-06-29T21:58:03+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2275008878,40,ML course,,Roboninja250405,164064786,open,False,0,2024-05-02T09:13:52+00:00,2024-05-02T09:13:52+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2216621118,39,Mm,,hossam1710,89258267,open,False,0,2024-03-30T18:42:33+00:00,2024-03-30T18:42:33+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2140845638,38,Machine learning ,,KodaliSuchitraKamala,160387162,open,False,0,2024-02-18T08:45:52+00:00,2024-02-18T08:45:52+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2139863168,37,ML,,Irshad200,141544424,open,False,0,2024-02-17T06:47:17+00:00,2024-02-17T06:47:17+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2119930182,36,머신러닝,,Dragon-gineer,107251393,open,False,0,2024-02-06T04:18:00+00:00,2024-02-06T04:18:00+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2068699057,35,Update README.md,To help the people of PS!,mwalid207,128548239,closed,False,0,2024-01-06T16:01:50+00:00,2024-01-22T15:05:33+00:00,2024-01-22T15:05:33+00:00,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,2021886755,34,ML courses,,synthraxg,29768049,open,False,0,2023-12-02T06:43:25+00:00,2023-12-02T06:43:25+00:00,,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,1966137404,33,"Add ""Deep Learning for Computer Vision (neuralearn.ai)""",,Imanm02,82255293,closed,False,0,2023-10-27T20:14:40+00:00,2023-10-31T14:13:54+00:00,2023-10-31T14:13:54+00:00,,0,0,0,0,0,0,0
dair-ai/ML-YouTube-Courses,1777299930,32,Probabilistic Machine Learning course link was missing,,sohamtalukdar,103217802,closed,False,0,2023-06-27T16:02:05+00:00,2023-08-08T13:38:35+00:00,2023-08-08T13:38:34+00:00,,0,0,0,0,0,0,0
