repo_full_name,sha,html_url,author_login,author_id,author_type,authored_date,committer_login,committed_date,message,additions,deletions,total_changes,files_changed_count,parent_shas
Lightning-AI/pytorch-lightning,01ba7a1489498858617690ab921e84d5479c2eb1,https://github.com/Lightning-AI/pytorch-lightning/commit/01ba7a1489498858617690ab921e84d5479c2eb1,KAVYANSHTYAGI,142140238,User,2025-05-12T10:22:10+00:00,web-flow,2025-05-12T10:22:10+00:00,"Fix: `TransformerEnginePrecision` conversion for layers with `bias=False` (#20805)

* Update transformer_engine.py
* Update test_transformer_engine.py

---------

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>",35,1,36,2,68f2adc8803a94facf4f30f366bc3a2e7d9c520c
Lightning-AI/pytorch-lightning,68f2adc8803a94facf4f30f366bc3a2e7d9c520c,https://github.com/Lightning-AI/pytorch-lightning/commit/68f2adc8803a94facf4f30f366bc3a2e7d9c520c,dependabot[bot],49699333,Bot,2025-05-12T07:19:26+00:00,web-flow,2025-05-12T07:19:26+00:00,"build(deps): update setuptools requirement from <70.1.1 to <80.4.1 in /requirements (#20821)

build(deps): update setuptools requirement in /requirements

Updates the requirements on [setuptools](https://github.com/pypa/setuptools) to permit the latest version.
- [Release notes](https://github.com/pypa/setuptools/releases)
- [Changelog](https://github.com/pypa/setuptools/blob/main/NEWS.rst)
- [Commits](https://github.com/pypa/setuptools/compare/0.6...v80.4.0)

---
updated-dependencies:
- dependency-name: setuptools
  dependency-version: 80.4.0
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",2,2,4,2,c431887efd06bd5bb1904f88e44fec2853eaf3ef
Lightning-AI/pytorch-lightning,c431887efd06bd5bb1904f88e44fec2853eaf3ef,https://github.com/Lightning-AI/pytorch-lightning/commit/c431887efd06bd5bb1904f88e44fec2853eaf3ef,dependabot[bot],49699333,Bot,2025-05-12T07:19:18+00:00,web-flow,2025-05-12T07:19:18+00:00,"build(deps): bump click from 8.1.7 to 8.1.8 in /requirements (#20820)

Bumps [click](https://github.com/pallets/click) from 8.1.7 to 8.1.8.
- [Release notes](https://github.com/pallets/click/releases)
- [Changelog](https://github.com/pallets/click/blob/main/CHANGES.rst)
- [Commits](https://github.com/pallets/click/compare/8.1.7...8.1.8)

---
updated-dependencies:
- dependency-name: click
  dependency-version: 8.1.8
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,86aed16253776bd4d488bf56acc0a9f6b896c696
Lightning-AI/pytorch-lightning,86aed16253776bd4d488bf56acc0a9f6b896c696,https://github.com/Lightning-AI/pytorch-lightning/commit/86aed16253776bd4d488bf56acc0a9f6b896c696,dependabot[bot],49699333,Bot,2025-05-12T07:19:11+00:00,web-flow,2025-05-12T07:19:11+00:00,"build(deps): update rich requirement from <13.6.0,>=12.3.0 to >=12.3.0,<14.1.0 in /requirements (#20819)

build(deps): update rich requirement in /requirements

Updates the requirements on [rich](https://github.com/Textualize/rich) to permit the latest version.
- [Release notes](https://github.com/Textualize/rich/releases)
- [Changelog](https://github.com/Textualize/rich/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Textualize/rich/compare/v12.3.0...v14.0.0)

---
updated-dependencies:
- dependency-name: rich
  dependency-version: 14.0.0
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,da5ce90131fcfdee8ac2544642a001b01106d1b7
Lightning-AI/pytorch-lightning,da5ce90131fcfdee8ac2544642a001b01106d1b7,https://github.com/Lightning-AI/pytorch-lightning/commit/da5ce90131fcfdee8ac2544642a001b01106d1b7,dependabot[bot],49699333,Bot,2025-05-12T07:19:03+00:00,web-flow,2025-05-12T07:19:03+00:00,"build(deps): bump sphinxcontrib-video from 0.2.0 to 0.4.1 in /requirements (#20818)

build(deps): bump sphinxcontrib-video in /requirements

Bumps [sphinxcontrib-video](https://github.com/sphinx-contrib/video) from 0.2.0 to 0.4.1.
- [Release notes](https://github.com/sphinx-contrib/video/releases)
- [Commits](https://github.com/sphinx-contrib/video/compare/v0.2.0...v0.4.1)

---
updated-dependencies:
- dependency-name: sphinxcontrib-video
  dependency-version: 0.4.1
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,08abb526ae1dc5cfa376ed577bfd8b4c3149a47c
Lightning-AI/pytorch-lightning,08abb526ae1dc5cfa376ed577bfd8b4c3149a47c,https://github.com/Lightning-AI/pytorch-lightning/commit/08abb526ae1dc5cfa376ed577bfd8b4c3149a47c,dependabot[bot],49699333,Bot,2025-05-12T07:18:56+00:00,web-flow,2025-05-12T07:18:56+00:00,"build(deps): update tqdm requirement from <4.67.0,>=4.57.0 to >=4.57.0,<4.68.0 in /requirements (#20817)

build(deps): update tqdm requirement in /requirements

Updates the requirements on [tqdm](https://github.com/tqdm/tqdm) to permit the latest version.
- [Release notes](https://github.com/tqdm/tqdm/releases)
- [Commits](https://github.com/tqdm/tqdm/compare/v4.57.0...v4.67.1)

---
updated-dependencies:
- dependency-name: tqdm
  dependency-version: 4.67.1
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,90b8b59feb82968e3e632ebd0d01b12edc7e9a5b
Lightning-AI/pytorch-lightning,90b8b59feb82968e3e632ebd0d01b12edc7e9a5b,https://github.com/Lightning-AI/pytorch-lightning/commit/90b8b59feb82968e3e632ebd0d01b12edc7e9a5b,dependabot[bot],49699333,Bot,2025-05-12T07:18:48+00:00,web-flow,2025-05-12T07:18:48+00:00,"build(deps): bump twine from 6.0.1 to 6.1.0 in /requirements (#20816)

Bumps [twine](https://github.com/pypa/twine) from 6.0.1 to 6.1.0.
- [Release notes](https://github.com/pypa/twine/releases)
- [Changelog](https://github.com/pypa/twine/blob/main/docs/changelog.rst)
- [Commits](https://github.com/pypa/twine/compare/6.0.1...6.1.0)

---
updated-dependencies:
- dependency-name: twine
  dependency-version: 6.1.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,3dc7470430b1ec6cdc4b5a5abe5aa2016e5511c6
Lightning-AI/pytorch-lightning,3dc7470430b1ec6cdc4b5a5abe5aa2016e5511c6,https://github.com/Lightning-AI/pytorch-lightning/commit/3dc7470430b1ec6cdc4b5a5abe5aa2016e5511c6,dependabot[bot],49699333,Bot,2025-05-12T07:18:39+00:00,web-flow,2025-05-12T07:18:39+00:00,"build(deps): update nbsphinx requirement from <=0.9.2,>=0.8.5 to >=0.8.5,<=0.9.7 in /requirements (#20815)

build(deps): update nbsphinx requirement in /requirements

Updates the requirements on [nbsphinx](https://github.com/spatialaudio/nbsphinx) to permit the latest version.
- [Release notes](https://github.com/spatialaudio/nbsphinx/releases)
- [Changelog](https://github.com/spatialaudio/nbsphinx/blob/master/NEWS.rst)
- [Commits](https://github.com/spatialaudio/nbsphinx/compare/0.8.5...0.9.7)

---
updated-dependencies:
- dependency-name: nbsphinx
  dependency-version: 0.9.7
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,7c418d6e9d603654348519545bd7c3c9c5f4ef35
Lightning-AI/pytorch-lightning,7c418d6e9d603654348519545bd7c3c9c5f4ef35,https://github.com/Lightning-AI/pytorch-lightning/commit/7c418d6e9d603654348519545bd7c3c9c5f4ef35,dependabot[bot],49699333,Bot,2025-05-12T07:18:31+00:00,web-flow,2025-05-12T07:18:31+00:00,"build(deps): bump sphinx-toolbox from 3.5.0 to 3.10.0 in /requirements (#20814)

Bumps [sphinx-toolbox](https://github.com/sphinx-toolbox/sphinx-toolbox) from 3.5.0 to 3.10.0.
- [Release notes](https://github.com/sphinx-toolbox/sphinx-toolbox/releases)
- [Changelog](https://github.com/sphinx-toolbox/sphinx-toolbox/blob/master/doc-source/changelog.rst)
- [Commits](https://github.com/sphinx-toolbox/sphinx-toolbox/compare/v3.5.0...v3.10.0)

---
updated-dependencies:
- dependency-name: sphinx-toolbox
  dependency-version: 3.10.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",1,1,2,1,1b12c4bdd3dd0e221af03dd3deca18e21153cf47
Lightning-AI/pytorch-lightning,1b12c4bdd3dd0e221af03dd3deca18e21153cf47,https://github.com/Lightning-AI/pytorch-lightning/commit/1b12c4bdd3dd0e221af03dd3deca18e21153cf47,Borda,6035284,User,2025-05-08T14:17:25+00:00,web-flow,2025-05-08T14:17:25+00:00,"updating issue template (#20720)

* updating issue template

* Update .github/ISSUE_TEMPLATE/1_bug_report.yaml

* Update .github/ISSUE_TEMPLATE/1_bug_report.yaml

* Apply suggestions from code review

* Apply suggestions from code review

---------

Co-authored-by: Ali Alshaarawy <45029495+ali-alshaar7@users.noreply.github.com>",12,2,14,1,d5208f7052252baa3f2c5b59184b6cd38f0c80c4
