repo_full_name,pr_id,comment_id,user_login,user_id,created_at,updated_at,body,is_review_comment,path,position,diff_hunk,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
Lightning-AI/pytorch-lightning,2490518542,2069915446,mauvilsa,5780272,2025-05-01T06:57:04+00:00,2025-05-01T06:57:05+00:00,I think the tests that fail is because the newer version of jsonargparse is not installed.,False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2490518542,2069915446,mauvilsa,5780272,2025-05-01T06:57:04+00:00,2025-05-01T06:57:05+00:00,I think the tests that fail is because the newer version of jsonargparse is not installed.,True,requirements/pytorch/extra.txt,5.0,"@@ -5,7 +5,7 @@
 matplotlib>3.1, <3.9.0
 omegaconf >=2.2.3, <2.4.0
 hydra-core >=1.2.0, <1.4.0
-jsonargparse[signatures] >=4.27.7, <=4.35.0
+jsonargparse[signatures] >=4.39.0, <4.40.0",0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2489671943,2067881717,Borda,6035284,2025-04-30T05:33:49+00:00,2025-04-30T05:33:49+00:00,"```suggestion
from lightning.pytorch import Trainer
```",False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2489671943,2084121741,Borda,6035284,2025-05-12T08:29:00+00:00,2025-05-12T08:29:01+00:00,"```suggestion
        # Only call `iter()` if all following cases:
        # 1. Not restarting
        # 2. Not resuming from checkpoint (not _is_resuming)
        # 3. Past first epoch (current_epoch > 0)
```",False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2489671943,2084127187,Borda,6035284,2025-05-12T08:31:49+00:00,2025-05-12T08:31:49+00:00,how or when it would return trainer as None?,False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2489671943,2067881717,Borda,6035284,2025-04-30T05:33:49+00:00,2025-04-30T05:33:49+00:00,"```suggestion
from lightning.pytorch import Trainer
```",True,tests/tests_pytorch/loops/test_double_iter_in_iterable_dataset.py,,"@@ -0,0 +1,81 @@
+# Copyright The Lightning AI team.
+#
+# Licensed under the Apache License, Version 2.0 (the ""License"");
+# you may not use this file except in compliance with the License.
+# You may obtain a copy of the License at
+#
+#     http://www.apache.org/licenses/LICENSE-2.0
+#
+# Unless required by applicable law or agreed to in writing, software
+# distributed under the License is distributed on an ""AS IS"" BASIS,
+# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+# See the License for the specific language governing permissions and
+# limitations under the License.
+#
+# This test tests the resuming of training from a checkpoint file using an IterableDataset.
+# And contains code mentioned in the issue: #19427.
+# Ref: https://github.com/Lightning-AI/pytorch-lightning/issues/19427
+import multiprocessing as mp
+import os
+from collections.abc import Iterator
+from pathlib import Path
+from queue import Queue
+
+import numpy as np
+from torch.utils.data import DataLoader, IterableDataset
+
+from lightning import Trainer",0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2489671943,2084121741,Borda,6035284,2025-05-12T08:29:00+00:00,2025-05-12T08:29:01+00:00,"```suggestion
        # Only call `iter()` if all following cases:
        # 1. Not restarting
        # 2. Not resuming from checkpoint (not _is_resuming)
        # 3. Past first epoch (current_epoch > 0)
```",True,src/lightning/pytorch/loops/training_epoch_loop.py,8.0,"@@ -235,7 +235,11 @@ def reset(self) -> None:
 
     def on_run_start(self, data_fetcher: _DataFetcher) -> None:
         # `iter()` was called once in `FitLoop.setup_data()` already
-        if self.trainer.current_epoch > 0 and not self.restarting:
+        # Only call iter() if:
+        # 1. Not restarting AND
+        # 2. Not resuming from checkpoint (not _is_resuming) AND
+        # 3. Past first epoch (current_epoch > 0)",0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2489671943,2084127187,Borda,6035284,2025-05-12T08:31:49+00:00,2025-05-12T08:31:49+00:00,how or when it would return trainer as None?,True,tests/tests_pytorch/loops/test_double_iter_in_iterable_dataset.py,73.0,"@@ -0,0 +1,81 @@
+# Copyright The Lightning AI team.
+#
+# Licensed under the Apache License, Version 2.0 (the ""License"");
+# you may not use this file except in compliance with the License.
+# You may obtain a copy of the License at
+#
+#     http://www.apache.org/licenses/LICENSE-2.0
+#
+# Unless required by applicable law or agreed to in writing, software
+# distributed under the License is distributed on an ""AS IS"" BASIS,
+# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+# See the License for the specific language governing permissions and
+# limitations under the License.
+#
+# This test tests the resuming of training from a checkpoint file using an IterableDataset.
+# And contains code mentioned in the issue: #19427.
+# Ref: https://github.com/Lightning-AI/pytorch-lightning/issues/19427
+import multiprocessing as mp
+import os
+from collections.abc import Iterator
+from pathlib import Path
+from queue import Queue
+
+import numpy as np
+from torch.utils.data import DataLoader, IterableDataset
+
+from lightning.pytorch import Trainer
+from lightning.pytorch.demos.boring_classes import BoringModel
+
+
+class QueueDataset(IterableDataset):
+    def __init__(self, queue: Queue) -> None:
+        super().__init__()
+        self.queue = queue
+
+    def __iter__(self) -> Iterator:
+        for _ in range(5):
+            tensor, _ = self.queue.get(timeout=5)
+            yield tensor
+
+
+def create_queue() -> Queue:
+    q = mp.Queue()
+    arr = np.random.random([1, 32]).astype(np.float32)
+    for ind in range(20):
+        q.put((arr, ind))
+    return q
+
+
+def train_model(queue: Queue, max_epochs: int, ckpt_path: Path) -> Trainer:
+    dataloader = DataLoader(QueueDataset(queue), num_workers=1, batch_size=None, persistent_workers=True)
+    trainer = Trainer(
+        max_epochs=max_epochs,
+        enable_progress_bar=False,
+        enable_checkpointing=False,
+        devices=1,
+        logger=False,
+    )
+    if ckpt_path.exists():
+        trainer.fit(BoringModel(), dataloader, ckpt_path=str(ckpt_path))
+    else:
+        trainer.fit(BoringModel(), dataloader)
+        trainer.save_checkpoint(str(ckpt_path))
+    return trainer
+
+
+def test_resume_training_with(tmp_path):
+    """"""Test resuming training from checkpoint file using a IterableDataset.""""""
+    queue = create_queue()
+    max_epoch = 2
+    ckpt_path = tmp_path / ""model.ckpt""
+    trainer = train_model(queue, max_epoch, ckpt_path)
+    assert trainer is not None",0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2470057042,2053788264,Borda,6035284,2025-04-22T10:01:38+00:00,2025-04-22T10:01:39+00:00,"```suggestion
            dl = DataLoader(
                dataset=dl.dataset,
                batch_size=dl.batch_size,
                sampler=sampler,
                num_workers=dl.num_workers,
                collate_fn=dl.collate_fn,
                pin_memory=dl.pin_memory,
                drop_last=dl.drop_last,
                timeout=dl.timeout,
                worker_init_fn=dl.worker_init_fn,
                multiprocessing_context=dl.multiprocessing_context,
                generator=dl.generator,
                prefetch_factor=dl.prefetch_factor,
                persistent_workers=dl.persistent_workers,
            )
        updated.append(dl)
```",False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2470057042,2063881262,adosar,110358278,2025-04-28T15:10:27+00:00,2025-04-28T15:10:49+00:00,"I still insist that the case `overfit_batches=1` doesn't need any special handling. Model debugging, overfitting and sanity checks can all be achieved with the current implementation, i.e. training and validation use different batches even for `overfit_batches=1`. ",False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2470057042,2063889129,adosar,110358278,2025-04-28T15:13:10+00:00,2025-04-28T15:13:10+00:00,"LGTM since it makes explicit that ""same"" refers to training and validation, respectively.",False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2470057042,2063890058,adosar,110358278,2025-04-28T15:13:32+00:00,2025-04-28T15:13:33+00:00,Same as https://github.com/Lightning-AI/pytorch-lightning/pull/20731/files/01ce1c130a52b6bcf7983fc7d7ca432ee26f421a#r2063881262.,False,,,,0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2470057042,2053788264,Borda,6035284,2025-04-22T10:01:38+00:00,2025-04-22T10:01:39+00:00,"```suggestion
            dl = DataLoader(
                dataset=dl.dataset,
                batch_size=dl.batch_size,
                sampler=sampler,
                num_workers=dl.num_workers,
                collate_fn=dl.collate_fn,
                pin_memory=dl.pin_memory,
                drop_last=dl.drop_last,
                timeout=dl.timeout,
                worker_init_fn=dl.worker_init_fn,
                multiprocessing_context=dl.multiprocessing_context,
                generator=dl.generator,
                prefetch_factor=dl.prefetch_factor,
                persistent_workers=dl.persistent_workers,
            )
        updated.append(dl)
```",True,src/lightning/pytorch/trainer/connectors/data_connector.py,,"@@ -244,19 +244,66 @@ def _get_distributed_sampler(
 
 
 def _resolve_overfit_batches(combined_loader: CombinedLoader, mode: RunningStage) -> None:
+    """"""Resolve overfit batches by ensuring the same batch is used for both training and validation.""""""
     all_have_sequential_sampler = all(
         isinstance(dl.sampler, SequentialSampler) for dl in combined_loader.flattened if hasattr(dl, ""sampler"")
     )
     if all_have_sequential_sampler:
         return
+
     rank_zero_warn(
         f""You requested to overfit but enabled {mode.dataloader_prefix} dataloader shuffling.""
         f"" We are turning off the {mode.dataloader_prefix} dataloader shuffling for you.""
     )
-    updated = [
-        _update_dataloader(dl, sampler=SequentialSampler(dl.dataset), mode=mode) if hasattr(dl, ""dataset"") else dl
-        for dl in combined_loader.flattened
-    ]
+
+    # Get the first batch from the training dataloader
+    first_batch = None
+    if mode == RunningStage.TRAINING:
+        for dl in combined_loader.flattened:
+            if hasattr(dl, ""dataset""):
+                first_batch = next(iter(dl))
+                break
+
+    # Create new dataloaders with SequentialSampler
+    updated = []
+    for dl in combined_loader.flattened:
+        if hasattr(dl, ""dataset""):
+            if mode == RunningStage.VALIDATING and first_batch is not None:
+                # For validation, create a custom sampler that always returns the first batch
+                class SingleBatchSampler(Sampler):
+                    def __init__(self, batch):
+                        self.batch = batch
+
+                    def __iter__(self):
+                        yield self.batch
+
+                    def __len__(self):
+                        return 1
+
+                sampler = SingleBatchSampler(first_batch)
+            else:
+                sampler = SequentialSampler(dl.dataset)
+
+            # Create a new dataloader with the new sampler
+            new_dl = DataLoader(
+                dataset=dl.dataset,
+                batch_size=dl.batch_size,
+                sampler=sampler,
+                num_workers=dl.num_workers,
+                collate_fn=dl.collate_fn,
+                pin_memory=dl.pin_memory,
+                drop_last=dl.drop_last,
+                timeout=dl.timeout,
+                worker_init_fn=dl.worker_init_fn,
+                multiprocessing_context=dl.multiprocessing_context,
+                generator=dl.generator,
+                prefetch_factor=dl.prefetch_factor,
+                persistent_workers=dl.persistent_workers,
+            )
+            updated.append(new_dl)
+        else:
+            updated.append(dl)",0,0,0,0,0,0,0
Lightning-AI/pytorch-lightning,2470057042,2063881262,adosar,110358278,2025-04-28T15:10:27+00:00,2025-04-28T15:10:49+00:00,"I still insist that the case `overfit_batches=1` doesn't need any special handling. Model debugging, overfitting and sanity checks can all be achieved with the current implementation, i.e. training and validation use different batches even for `overfit_batches=1`. ",True,docs/source-pytorch/common/trainer.rst,,"@@ -759,6 +759,9 @@ overfit_batches
 Uses this much data of the training & validation set.
 If the training & validation dataloaders have ``shuffle=True``, Lightning will automatically disable it.
 
+* When set to exactly 1, the same batch is used for both training and validation steps, which is useful for debugging model implementation
+* For other values, sequential sampling (no shuffling) is used
+",0,0,0,0,0,0,0
