repo_full_name,pr_id,number,title,body,user_login,user_id,state,draft,created_at,updated_at,closed_at,merged_at,merge_commit_sha,mergeable_state,additions,deletions,changed_files,commits_count,review_comments_count,comments_count,requested_reviewers,requested_teams,labels
ml-tooling/best-of-ml-python,540574107,2,Best-of update: 2020.12.15,,github-actions[bot],41898282,closed,False,2020-12-15T18:58:00+00:00,2020-12-15T19:03:31+00:00,2020-12-15T19:03:30+00:00,2020-12-15T19:03:30+00:00,be5c82b24b8ea6b0b308a08db5d7cb535928375f,unknown,3039,2284,2,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,540636640,3,Best-of update: test,,github-actions[bot],41898282,closed,False,2020-12-15T19:47:33+00:00,2020-12-15T19:58:51+00:00,2020-12-15T19:58:37+00:00,,ee3863bb8d2fa02fc283b8bfd01dca397293afaa,unknown,654,654,2,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,541159196,4,Best-of update: 2020.12.16,,github-actions[bot],41898282,closed,False,2020-12-16T13:17:57+00:00,2020-12-16T13:32:05+00:00,2020-12-16T13:32:04+00:00,2020-12-16T13:32:04+00:00,561e7ddaaedb0b5ee79d12e54b32e654c596a67d,unknown,2777,2059,2,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,542072118,5,Best-of update: 2020.12.17,,github-actions[bot],41898282,closed,False,2020-12-17T19:18:13+00:00,2020-12-17T20:40:07+00:00,2020-12-17T20:39:46+00:00,,59d50f2a62f81a8a2620837fbb8388fd26ea5e3d,unknown,2258,980,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,542132917,6,Best-of update: 2020.12.17-test.2,,github-actions[bot],41898282,closed,False,2020-12-17T21:20:36+00:00,2021-01-01T11:56:50+00:00,2020-12-18T10:31:35+00:00,,98e250d0b8c0f08006256c1c5f9df8ce1a6b6082,unknown,1605,845,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,542193523,7,Best-of update: 2020.12.17-test.3,,github-actions[bot],41898282,closed,False,2020-12-17T23:23:09+00:00,2021-01-01T11:56:50+00:00,2020-12-18T10:31:36+00:00,,c03aff355dfed86b166e3b82b4f34d8571c600d4,unknown,1629,871,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,542475654,8,Best-of update: 2020.12.18,,github-actions[bot],41898282,closed,False,2020-12-18T11:10:36+00:00,2020-12-18T12:01:06+00:00,2020-12-18T12:01:05+00:00,2020-12-18T12:01:05+00:00,5989a72ecc8561d5f848427acf9a6ec61cec42ac,unknown,1783,1025,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,545447364,9,Best-of update: 2020.12.24,,github-actions[bot],41898282,closed,False,2020-12-24T19:03:20+00:00,2021-01-01T11:56:39+00:00,2020-12-28T01:14:05+00:00,,aedf5dda5241558df332db6a211f38a0a2bac63d,dirty,4266,1595,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,545696690,10,Best-of update: 2020.12.26,,github-actions[bot],41898282,closed,False,2020-12-26T13:51:40+00:00,2021-01-01T11:56:38+00:00,2020-12-28T01:14:06+00:00,,df2066e0b8e76ed39d0d281e3c4de2bcb8b55772,dirty,4489,1818,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,545753232,11,Best-of update: 2020.12.27,,github-actions[bot],41898282,closed,False,2020-12-27T01:53:01+00:00,2020-12-27T10:23:23+00:00,2020-12-27T10:23:21+00:00,2020-12-27T10:23:21+00:00,a4428727a1a291998a29213e56b882c4ca92b0b7,unknown,5118,8008,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
ml-tooling/best-of-ml-python,545794410,12,Best-of update: 2020.12.27-2,,github-actions[bot],41898282,closed,False,2020-12-27T11:15:16+00:00,2020-12-27T11:52:08+00:00,2020-12-27T11:52:07+00:00,2020-12-27T11:52:07+00:00,574d2be770a233e8a847a112978b4108891305fc,unknown,896,971,4,1,0,0,JanKalkan;lukasmasuch;raethlein,,
