repo_full_name,pr_id,number,title,body,user_login,user_id,state,draft,created_at,updated_at,closed_at,merged_at,merge_commit_sha,mergeable_state,additions,deletions,changed_files,commits_count,review_comments_count,comments_count,requested_reviewers,requested_teams,labels
dagster-io/dagster,192152493,8,Running edits with no tests,Merging abes stuff. I need to figure out a better merge process here as this polluted the commit history. I don't really care for now.,schrockn,28738937,closed,False,2018-06-01T22:01:18+00:00,2018-06-07T18:08:41+00:00,2018-06-01T22:01:29+00:00,2018-06-01T22:01:29+00:00,791cf43a1755dbd8273f3be8a48111cd2b21943c,unknown,87,9,7,32,0,0,,,
dagster-io/dagster,192157423,9,Branch for rearch pr,"
First large dagster rearchitecture  …
1) Introduce the notion of Source definitions in addition to inputs.
A SourceDefinition represents a method of instantiating an input
into a transform that is not just flowing it from an upstream
dependency e.g. loading a file or just laoding a bag of key-value pairs

2) Introduce the notion of materializations. These are the mirror
images of sources, but for the output. A given output definition knows
zero or more ways to materialize itself.

3) Strongly-typed interfaces to configure the execution and
materializations of pipelines.",schrockn,28738937,closed,False,2018-06-01T22:34:57+00:00,2018-06-07T18:08:41+00:00,2018-06-01T22:35:07+00:00,2018-06-01T22:35:07+00:00,bb72575127778bbec8506c0289ef704cb365c6d8,unknown,2057,1006,38,2,0,0,,,
dagster-io/dagster,192435960,11,Update standalone cli,"* Refactor the code a little to clean up and understand it better
* Add execute command to standalone that is a combination of execute and
materialize
* Add .style.yapf (generated by yapf)
* Add some basics to README",freiksenet,172936,closed,False,2018-06-04T14:57:42+00:00,2018-06-07T18:08:41+00:00,2018-06-04T16:57:19+00:00,2018-06-04T16:57:19+00:00,12c405781c10b597366643543313b3a765ee2fb5,dirty,406,62,4,2,2,2,,,
dagster-io/dagster,192677842,20,Add support for environment file to execute command,,freiksenet,172936,closed,False,2018-06-05T11:40:48+00:00,2018-06-07T18:08:41+00:00,2018-06-06T07:30:07+00:00,2018-06-06T07:30:07+00:00,9774be2ff43e25e6a7deda47442040f71be2347d,dirty,134,82,4,1,6,0,,,
dagster-io/dagster,192724812,23,Nick cli push,,schrockn,28738937,closed,False,2018-06-05T14:21:19+00:00,2018-06-07T18:08:41+00:00,2018-06-05T14:21:28+00:00,2018-06-05T14:21:28+00:00,4d838b460f14abe5228ffa6df1c1717783f6a592,dirty,71,49,6,8,0,0,,,
dagster-io/dagster,193000309,25,Cli effort 3,,freiksenet,172936,closed,False,2018-06-06T12:42:13+00:00,2018-06-07T18:08:41+00:00,2018-06-06T18:40:50+00:00,2018-06-06T18:40:50+00:00,4c7cc0bd32eb178679b365f14ebf41f8218700a7,dirty,338,597,11,3,2,0,,,
dagster-io/dagster,193351928,27,Modify pandas API to use sources more prominently,,freiksenet,172936,closed,False,2018-06-07T14:58:37+00:00,2018-07-08T17:34:03+00:00,2018-06-07T18:14:40+00:00,2018-06-07T18:14:40+00:00,9679b4bdc208aeb1649e035bd9e18c82b034b970,dirty,80,95,5,1,4,0,,,
dagster-io/dagster,193634732,31,Fix tests,,freiksenet,172936,closed,False,2018-06-08T14:40:01+00:00,2018-06-08T14:57:38+00:00,2018-06-08T14:57:36+00:00,2018-06-08T14:57:36+00:00,d7b076f56636a531dfe5627e44915d16665ff5b3,dirty,132,52,13,3,2,0,,,
dagster-io/dagster,193838606,34, Move config class creation to a function,"With the click api for make_pass_decorator you have a
invoke it on a created class. My general preference
is to avoid programmatic manipulation of classes in
global scope once they have been created. I'm not married
to this solution but I want class creation and any required
maninpulation grouped together somehow.",schrockn,28738937,closed,False,2018-06-10T18:02:53+00:00,2018-06-11T07:56:03+00:00,2018-06-11T07:56:00+00:00,2018-06-11T07:56:00+00:00,f2c2d377ad420ea7eba50250a348d22beff44735,dirty,64,80,3,5,0,0,freiksenet,,
dagster-io/dagster,194037408,39,Some relatively minor changes to make json logging work,These changes are needed for the superconductive folks,schrockn,28738937,closed,False,2018-06-11T16:34:57+00:00,2018-06-11T16:41:59+00:00,2018-06-11T16:41:56+00:00,2018-06-11T16:41:56+00:00,dcf9c0756c1dd09b0f2a23752cfa61673a81e43f,dirty,25,25,2,1,0,0,,,
