repo_full_name,issue_id,number,title,body,user_login,user_id,state,locked,comments_count,created_at,updated_at,closed_at,labels,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
FavioVazquez/ds-cheatsheets,2558077223,38,It's true ,"**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",Lvypsd186,135135524,open,False,1,2024-10-01T03:15:33+00:00,2025-04-08T10:43:55+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,2558076371,37,It's true ,"**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",Lvypsd186,135135524,open,False,0,2024-10-01T03:14:38+00:00,2024-10-01T03:14:38+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,2415144787,36,test,test,LiChiLin,84316439,open,False,0,2024-07-18T03:38:14+00:00,2024-07-18T03:40:15+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,2253563235,35,Im0,,Rhysklarn,110292044,open,False,0,2024-04-19T17:51:24+00:00,2024-04-19T17:51:24+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,2245396100,34,Study,,ItsrealV,56173146,open,False,0,2024-04-16T08:04:46+00:00,2024-04-16T08:04:46+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,2245013748,33,Create ds-cheatsheets,,Genjutsugod,97380029,open,False,0,2024-04-16T03:23:36+00:00,2024-04-16T03:23:36+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,1581074610,32,Exceptions on Errors spelling,"Love the cheat sheet. ""processing"" is spelled incorrectly in the Exceptions on Errors section at the bottom of page one.",ghost,10137,open,False,0,2023-02-12T01:07:05+00:00,2023-02-12T01:07:05+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,1456310915,31,core Visualization Principle ,"this file has core details of visualization. 
check once and merge 
Read me file  also updated with refl ink
one more suggestion
giving URL as ref in readme not efficiency
check my way of ref, its easy and better ",chandru1003,55582956,closed,False,0,2022-11-19T08:16:34+00:00,2022-11-21T12:59:54+00:00,2022-11-21T12:59:54+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,1265733406,30,Add Engineering Practices for Data Scientists Cheatsheet,"Hey @FavioVazquez, I had a cheatsheet that might be interesting for the folks looking at this repo so I decided to do a PR.

Let me know what you think. ",skogstrom,4202119,open,False,0,2022-06-09T07:46:52+00:00,2022-11-25T16:30:50+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,1177567361,29,Add files via upload,'Git' cheat sheet from 'GitHub'.,RANJUBISWAS,48774200,open,False,0,2022-03-23T04:03:05+00:00,2022-03-23T04:03:05+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,952176473,28,o,"**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.",Thepartner168,72281937,open,False,0,2021-07-25T01:25:17+00:00,2021-07-25T01:25:17+00:00,,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,509553881,27,Added content in table for better navigation,All PDF highlights are added in table of content for better navigation and to locate the required cheatsheet easily.,MexsonFernandes,22270770,closed,False,2,2019-10-20T06:38:12+00:00,2019-10-31T06:41:14+00:00,2019-10-31T06:41:14+00:00,enhancement,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,502514594,26,R cheatsheet for plotting,This is a really good guide to plotting for those wanting to improve their plot outputs in R.,abbiesachapman,14160754,open,False,2,2019-10-04T08:55:55+00:00,2019-10-31T08:30:38+00:00,,enhancement,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,466157164,25,Fixed typo error in Cheat Sheet,fixes #23 ,0xflotus,26602940,closed,False,0,2019-07-10T07:54:47+00:00,2019-07-12T07:11:00+00:00,2019-07-12T07:11:00+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,451288067,24,Create a clickable index for cheatsheets,"I think a very useful feature to have would be some clickable links that direct the user to specific portions of the cheatsheets - for example, if I wanted to peruse the cheatsheets for pandas specifically I would be able to click from a link at the very top of the page instead of having to scroll through the whole page to find it.
",ballcap231,40708323,closed,False,2,2019-06-03T04:29:03+00:00,2019-10-31T06:41:17+00:00,2019-10-31T06:41:17+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,449099105,23,rename Begginers-Python-Cheat-Sheet.pdf,"Can you rename https://github.com/FavioVazquez/ds-cheatsheets/blob/master/Python/Python_Crash_Course/Begginers-Python-Cheat-Sheet.pdf and https://github.com/FavioVazquez/ds-cheatsheets/blob/master/Python/Python_Crash_Course/Begginers-Python-Cheat-Sheet.png to _Beginners-Python-Cheat-Sheet.{png,pdf}_? See #22 ",0xflotus,26602940,closed,False,2,2019-05-28T07:11:04+00:00,2019-07-12T07:10:59+00:00,2019-07-12T07:10:59+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,449098528,22,fixed small error,,0xflotus,26602940,closed,False,1,2019-05-28T07:09:27+00:00,2019-05-30T19:44:13+00:00,2019-05-30T19:44:13+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,431581567,21,Fixed broken link to show DVC cheatsheet img,Fix for the issue #20 ,cwallaceh,4714229,closed,False,1,2019-04-10T15:52:25+00:00,2019-04-11T04:50:01+00:00,2019-04-11T04:49:54+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,431581060,20,Broken link for DVC cheatsheet image,The image for the DVC cheatsheet is not showing due to a wrong link,cwallaceh,4714229,closed,False,1,2019-04-10T15:51:27+00:00,2019-04-11T04:49:56+00:00,2019-04-11T04:49:56+00:00,,0,0,0,0,0,0,0
FavioVazquez/ds-cheatsheets,425642411,19,Additional Cross Validate function for SKlearn v0.20.3,"For folks using SciKit Learn version 0.20.3 the Cross Validation function from (ds-cheatsheets/Python/Datacamp/scikit-learn.pdf) should be from sklearn.model_selection.cross_validate if I'm not mistaken. I was running a linear regression algorithm using sklearn v0.20.3 and the sklearn.cross_validation.cross_val_score was not recognized but the aforementioned function was and my program ran with no issues. 

Perhaps I am wrong, just a friendly addition to the cheatsheet :P 
",techieslayj,40330754,open,False,0,2019-03-26T20:50:17+00:00,2019-03-26T20:50:17+00:00,,,0,0,0,0,0,0,0
