repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
microsoft/ML-For-Beginners,2612727407,2566909894,dependabot[bot],49699333,2025-01-01T08:38:07+00:00,2025-01-01T08:38:07+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2599179706,2553084892,github-actions[bot],41898282,2024-12-19T08:39:28+00:00,2024-12-19T08:39:28+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2599179706,2563462486,dependabot[bot],49699333,2024-12-27T08:37:53+00:00,2024-12-27T08:37:53+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2568130700,2519629943,github-actions[bot],41898282,2024-12-05T08:40:33+00:00,2024-12-05T08:40:33+00:00,"This issue has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2540117968,2423858179,dependabot[bot],49699333,2024-10-19T13:38:11+00:00,2024-10-19T13:38:11+00:00,Superseded by #771.,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2529455896,2481039177,github-actions[bot],41898282,2024-11-17T08:37:21+00:00,2024-11-17T08:37:21+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2529455896,2495873458,dependabot[bot],49699333,2024-11-24T08:38:38+00:00,2024-11-24T08:38:38+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2526028484,2472843629,github-actions[bot],41898282,2024-11-13T08:38:56+00:00,2024-11-13T08:38:56+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2526028484,2487899514,dependabot[bot],49699333,2024-11-20T08:40:02+00:00,2024-11-20T08:40:02+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2506196996,2340598354,BethanyJep,44121227,2024-09-10T12:33:41+00:00,2024-09-10T12:33:41+00:00,"Hello, we are working on an update on the quiz app, will update this repo once the application is added in.",1,0,1,0,0,0,0
microsoft/ML-For-Beginners,2506196996,2423169843,sivasaikumarreddy,47270257,2024-10-18T20:16:30+00:00,2024-10-18T20:16:30+00:00,"Hi , The pre lecture and the post lecture links are still not working. any update on this",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2506196996,2459790565,sailxjx,909853,2024-11-06T13:43:19+00:00,2024-11-06T13:43:19+00:00,"No need to wait for the official fix to this problem, I recommend using https://codekidz.ai/lesson-intro/machine-lear-36abfb to learn this course. 

It contains all the quiz and course content, and completing the quiz using a conversation format is much more interesting than filling out the form.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2506196996,2572572039,github-actions[bot],41898282,2025-01-06T08:38:43+00:00,2025-01-06T08:38:43+00:00,"This issue has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2498637839,2386943393,mufa988,70304110,2024-10-01T19:58:05+00:00,2024-10-01T19:58:05+00:00,mufa988@icloud.com,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2498637839,2509635847,github-actions[bot],41898282,2024-12-01T08:38:23+00:00,2024-12-01T08:38:23+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2498637839,2525541425,dependabot[bot],49699333,2024-12-08T08:38:33+00:00,2024-12-08T08:38:33+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2371357104,2308202133,github-actions[bot],41898282,2024-08-24T08:35:59+00:00,2024-08-24T08:35:59+00:00,"This issue has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2368932656,2185354422,Okike7777,173639515,2024-06-23T23:15:22+00:00,2024-06-23T23:15:22+00:00,I like this site,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2368932656,2306591235,github-actions[bot],41898282,2024-08-23T08:37:14+00:00,2024-08-23T08:37:14+00:00,"This issue has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2358913582,2209285884,Bmoyer96,156166889,2024-07-04T16:03:44+00:00,2024-07-04T16:03:44+00:00,@dependabot ,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2358913582,2325927026,github-actions[bot],41898282,2024-09-03T08:37:45+00:00,2024-09-03T08:37:45+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2358913582,2343011953,dependabot[bot],49699333,2024-09-11T08:38:11+00:00,2024-09-11T08:38:11+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2357594478,2209285421,Bmoyer96,156166889,2024-07-04T16:03:20+00:00,2024-07-04T16:03:20+00:00,@dependabot ,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2357594478,2325927067,github-actions[bot],41898282,2024-09-03T08:37:46+00:00,2024-09-03T08:37:46+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2357594478,2343011979,dependabot[bot],49699333,2024-09-11T08:38:11+00:00,2024-09-11T08:38:11+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2328780124,2143182943,VikashKumar0120,150815442,2024-06-01T00:52:50+00:00,2024-06-01T00:52:50+00:00,"The curriculum is designed to be a beginner-friendly introduction to classic machine learning and focuses on concepts like regression, classification, and clustering. It leverages Scikit-learn as the primary library.

Here are some resources you can explore to learn more about the curriculum:

*Microsoft's GitHub repository for ML-For-Beginners [microsoft ML for Beginners ON GitHub github.com]
*A blog post with an overview of the curriculum [Machine Learning for Beginners, Curriculum](https://techcommunity.microsoft.com/t5/microsoft-developer-community/machine-learning-for-beginners-curriculum/ba-p/2502024)",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2318387502,2136769870,mfruhner,25232372,2024-05-29T07:51:15+00:00,2024-05-29T07:51:15+00:00,"@microsoft-github-policy-service agree company=""University of Applied Sciences Osnabrueck""",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2285462520,2213374910,github-actions[bot],41898282,2024-07-08T08:36:46+00:00,2024-07-08T08:36:46+00:00,"This issue has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2279124366,2094327177,Nyalwendo,52794975,2024-05-04T17:56:20+00:00,2024-05-04T17:56:20+00:00,All checks have passed,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2237283151,2049284108,dawson-codes,166208949,2024-04-11T09:25:22+00:00,2024-04-11T09:25:22+00:00,"> @dawson-codes please read the following Contributor License Agreement(CLA). If you agree with the CLA, please reply with the following information.
> 
> ```
> @microsoft-github-policy-service agree [company=""{your company}""]
> ```
> 
> > Options:
> > 
> > * (default - no company specified) I have sole ownership of intellectual property rights to my Submissions and I am not making Submissions in the course of work for my employer.
> > 
> > ```
> > @microsoft-github-policy-service agree
> > ```
> > 
> > 
> >     
> >       
> >     
> > 
> >       
> >     
> > 
> >     
> >   
> > 
> > * (when company given) I am making Submissions in the course of work for my employer (or my employer has intellectual property rights in my Submissions by contract or applicable law). I have permission from my employer to make Submissions and enter into this Agreement on behalf of my employer. By signing below, the defined term “You” includes me and my employer.
> > 
> > ```
> > @microsoft-github-policy-service agree company=""Microsoft""
> > ```
> 
> Contributor License Agreement

@microsoft-github-policy-service agree",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2237283151,2049284513,dawson-codes,166208949,2024-04-11T09:25:37+00:00,2024-04-11T09:26:00+00:00,"@microsoft-github-policy-service agree company=""Microsoft""
@microsoft-github-policy-service agree",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2209718292,2132136611,github-actions[bot],41898282,2024-05-26T08:35:19+00:00,2024-05-26T08:35:19+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2209718292,2141987147,dependabot[bot],49699333,2024-05-31T12:29:54+00:00,2024-05-31T12:29:54+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2202703453,2124196481,github-actions[bot],41898282,2024-05-22T08:36:11+00:00,2024-05-22T08:36:11+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2202703453,2136855479,dependabot[bot],49699333,2024-05-29T08:36:21+00:00,2024-05-29T08:36:21+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2190759825,2117034724,github-actions[bot],41898282,2024-05-17T08:35:40+00:00,2024-05-17T08:35:40+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2188467621,2111903447,github-actions[bot],41898282,2024-05-15T08:35:56+00:00,2024-05-15T08:35:56+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2188467621,2124196613,dependabot[bot],49699333,2024-05-22T08:36:15+00:00,2024-05-22T08:36:15+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2177761146,2104189132,github-actions[bot],41898282,2024-05-10T08:35:28+00:00,2024-05-10T08:35:28+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2177761146,2108834923,Nyalwendo,52794975,2024-05-13T21:30:58+00:00,2024-05-13T21:30:58+00:00,Well completed.,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2166940194,1987558479,RubberGoose246,160128970,2024-03-11T03:20:42+00:00,2024-03-11T03:20:42+00:00,"This fix is a very small matter. I just noticed as a Japanese. Also, there is no Japanese translation after the chapter 4. If this fix is not necessary, please delete this request. Anyway, thank you for resourceful contents.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2166940194,2104189172,github-actions[bot],41898282,2024-05-10T08:35:30+00:00,2024-05-10T08:35:30+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2146190689,2068814647,github-actions[bot],41898282,2024-04-22T08:35:54+00:00,2024-04-22T08:35:54+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2146190689,2082161871,dependabot[bot],49699333,2024-04-29T08:36:27+00:00,2024-04-29T08:36:27+00:00,"OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.

If you change your mind, just re-open this PR and I'll resolve any conflicts on it.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2115635844,2033917020,github-actions[bot],41898282,2024-04-03T08:35:18+00:00,2024-04-03T08:35:18+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2069348508,1880221885,dwonisone,103465291,2024-01-07T23:45:40+00:00,2024-01-07T23:45:40+00:00,"Fuck off

On Sun, 7 Jan 2024 at 13:44, Oscar Antonio Hinojosa Salum <
***@***.***> wrote:

> Sorry
>
> —
> Reply to this email directly, view it on GitHub
> <https://github.com/microsoft/ML-For-Beginners/pull/715#issuecomment-1880221293>,
> or unsubscribe
> <https://github.com/notifications/unsubscribe-auth/AYVMCSZAIS62ZGDGTCUSUGDYNMXNRAVCNFSM6AAAAABBQVMABCVHI2DSMVQWIX3LMV43OSLTON2WKQ3PNVWWK3TUHMYTQOBQGIZDCMRZGM>
> .
> You are receiving this because you are subscribed to this thread.Message
> ID: ***@***.***>
>
",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2062892708,1975086993,github-actions[bot],41898282,2024-03-03T08:35:14+00:00,2024-03-03T08:35:14+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2061728492,1974717049,github-actions[bot],41898282,2024-03-02T08:35:21+00:00,2024-03-02T08:35:21+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2061728492,2016768647,Victor-UGB,76266429,2024-03-24T10:49:16+00:00,2024-03-24T10:49:16+00:00,Vn V,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2060762430,1872540845,blubu,91750788,2023-12-30T14:44:46+00:00,2023-12-30T14:44:46+00:00,@microsoft-github-policy-service agree,1,0,0,0,0,0,1
microsoft/ML-For-Beginners,2060762430,1970654839,github-actions[bot],41898282,2024-02-29T08:35:20+00:00,2024-02-29T08:35:20+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2047966902,1949900567,github-actions[bot],41898282,2024-02-17T08:35:21+00:00,2024-02-17T08:35:21+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2043672787,1943293156,github-actions[bot],41898282,2024-02-14T08:35:28+00:00,2024-02-14T08:35:28+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2043514962,1943293209,github-actions[bot],41898282,2024-02-14T08:35:30+00:00,2024-02-14T08:35:30+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2042959059,1940749709,github-actions[bot],41898282,2024-02-13T08:35:28+00:00,2024-02-13T08:35:28+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2039034457,1966034803,github-actions[bot],41898282,2024-02-27T08:35:34+00:00,2024-02-27T08:35:34+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2036992199,1936933563,github-actions[bot],41898282,2024-02-10T08:35:15+00:00,2024-02-10T08:35:15+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2034235633,1935522498,github-actions[bot],41898282,2024-02-09T08:35:26+00:00,2024-02-09T08:35:26+00:00,"This PR has not seen any action for a while! Closing for now, but it can be reopened at a later date.",0,0,0,0,0,0,0
