repo_full_name,issue_id,number,title,body,user_login,user_id,state,locked,comments_count,created_at,updated_at,closed_at,labels,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
microsoft/ML-For-Beginners,3046842066,804,feat: tradução do README para português do Brasil,"Início da tradução do projeto para português do Brasil. Este PR adiciona o arquivo `translations/README.pt-br.md` com a tradução do README principal.
",T02-code,210741094,open,False,0,2025-05-07T18:30:29+00:00,2025-05-07T18:30:29+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,3043056961,803,Docs: add language support badges to README.md,"This PR updates `README.md` to include visual badges for supported translation languages.  
The badges link directly to each translated version of the README under `./translations/`.
",skytin1004,99078115,open,False,1,2025-05-06T14:32:41+00:00,2025-05-06T14:35:31+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,3015074824,802,1-Intro-to-ML Pre-lecture quiz gives 404,"**Describe the bug**
When clicking on the ""Pre-lecture quiz"" link that page is not found.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to ['...'](https://github.com/microsoft/ML-For-Beginners/tree/main/1-Introduction/1-intro-to-ML)
2. Click on 'Pre-lecture quiz'
3. See error (404)

**Expected behavior**
I expected to see a quiz.

**Screenshots**

![Image](https://github.com/user-attachments/assets/127b5060-96fe-42d2-9570-4becbd853dd1)

**Desktop (please complete the following information):**
 - OS: Win 11
 - Browser: Edge
 - Version: Version 135.0.3179.85 (Official build) (64-bit)

",GVerelst,2589827,open,False,0,2025-04-23T19:31:25+00:00,2025-04-23T19:31:25+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,3006228183,801,Updated a sentence in History of ML page,"In the 'History of Machine Learning Page', under the title of 'Notable discoveries', the first sentence is ""1763, 1812 and its predecessors. This theorem and its applications underlie inference, describing the probability of an event occurring based on prior knowledge."" which is kind of confusing so I suggest the sentence should be like ""Bayes' Theorem, first published in 1763 and later refined by Pierre-Simon Laplace in 1812, underlies statistical inference by describing how to update the probability of an event based on prior knowledge and new evidence."" which is more precise.",JDhruv14,112489039,open,False,0,2025-04-19T06:08:13+00:00,2025-04-19T06:08:13+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,3006220465,800,Chnage a sentence in History of Machine Learning,"In the '_History of Machine Learning Page_', under the title of '_Notable discoveries_', the first sentence is ""**1763, 1812 and its predecessors. This theorem and its applications underlie inference, describing the probability of an event occurring based on prior knowledge.**"" which is kind of confusing so I suggest the sentence should be like ""**Bayes' Theorem, first published in 1763 and later refined by Pierre-Simon Laplace in 1812, underlies statistical inference by describing how to update the probability of an event based on prior knowledge and new evidence.**"" which is more precise ",JDhruv14,112489039,open,False,0,2025-04-19T05:50:21+00:00,2025-04-19T05:50:21+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,3001592818,799,Updated Spanish Translation of Base README.md,"These changes resolve part of issue #786 :
- It corrects few typo's and translate the names of the 'Other Curriculums' section towards the end of the file.

Contact me at eichelmannaxel@gmail.com.",axeleichelmann,77329021,open,False,2,2025-04-17T06:47:25+00:00,2025-04-17T06:49:44+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,3000029212,798,Bump http-proxy-middleware from 2.0.6 to 2.0.9 in /quiz-app,"Bumps [http-proxy-middleware](https://github.com/chimurai/http-proxy-middleware) from 2.0.6 to 2.0.9.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/chimurai/http-proxy-middleware/releases"">http-proxy-middleware's releases</a>.</em></p>
<blockquote>
<h2>v2.0.9</h2>
<h2>What's Changed</h2>
<ul>
<li>fix(fixRequestBody): check readableLength by <a href=""https://github.com/chimurai""><code>@​chimurai</code></a> in <a href=""https://redirect.github.com/chimurai/http-proxy-middleware/pull/1097"">chimurai/http-proxy-middleware#1097</a></li>
<li>chore(package): v2.0.9 by <a href=""https://github.com/chimurai""><code>@​chimurai</code></a> in <a href=""https://redirect.github.com/chimurai/http-proxy-middleware/pull/1099"">chimurai/http-proxy-middleware#1099</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/chimurai/http-proxy-middleware/compare/v2.0.8...v2.0.9"">https://github.com/chimurai/http-proxy-middleware/compare/v2.0.8...v2.0.9</a></p>
<h2>v2.0.8</h2>
<h2>What's Changed</h2>
<ul>
<li>fix(fixRequestBody): prevent multiple .write() calls by <a href=""https://github.com/chimurai""><code>@​chimurai</code></a> in <a href=""https://redirect.github.com/chimurai/http-proxy-middleware/pull/1090"">chimurai/http-proxy-middleware#1090</a></li>
<li>fix(fixRequestBody): handle invalid request by <a href=""https://github.com/chimurai""><code>@​chimurai</code></a> in <a href=""https://redirect.github.com/chimurai/http-proxy-middleware/pull/1091"">chimurai/http-proxy-middleware#1091</a></li>
<li>chore(package): v2.0.8 by <a href=""https://github.com/chimurai""><code>@​chimurai</code></a> in <a href=""https://redirect.github.com/chimurai/http-proxy-middleware/pull/1094"">chimurai/http-proxy-middleware#1094</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/chimurai/http-proxy-middleware/compare/v2.0.7...v2.0.8"">https://github.com/chimurai/http-proxy-middleware/compare/v2.0.7...v2.0.8</a></p>
<h2>v2.0.7</h2>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/chimurai/http-proxy-middleware/compare/v2.0.6...v2.0.7"">https://github.com/chimurai/http-proxy-middleware/compare/v2.0.6...v2.0.7</a></p>
<h2>v2.0.7-beta.1</h2>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/chimurai/http-proxy-middleware/compare/v2.0.7-beta.0...v2.0.7-beta.1"">https://github.com/chimurai/http-proxy-middleware/compare/v2.0.7-beta.0...v2.0.7-beta.1</a></p>
<h2>v2.0.7-beta.0</h2>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/chimurai/http-proxy-middleware/compare/v2.0.6...v2.0.7-beta.0"">https://github.com/chimurai/http-proxy-middleware/compare/v2.0.6...v2.0.7-beta.0</a></p>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/chimurai/http-proxy-middleware/blob/v2.0.9/CHANGELOG.md"">http-proxy-middleware's changelog</a>.</em></p>
<blockquote>
<h2><a href=""https://github.com/chimurai/http-proxy-middleware/releases/tag/v2.0.9"">v2.0.9</a></h2>
<ul>
<li>fix(fixRequestBody): check readableLength</li>
</ul>
<h2><a href=""https://github.com/chimurai/http-proxy-middleware/releases/tag/v2.0.8"">v2.0.8</a></h2>
<ul>
<li>fix(fixRequestBody): prevent multiple .write() calls</li>
<li>fix(fixRequestBody): handle invalid request</li>
</ul>
<h2><a href=""https://github.com/chimurai/http-proxy-middleware/releases/tag/v2.0.7"">v2.0.7</a></h2>
<ul>
<li>ci(github actions): add publish.yml</li>
<li>fix(filter): handle errors</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/617a7c9da9cc90ecc00b0c8b1c2f6a385c879cb1""><code>617a7c9</code></a> chore(package): v2.0.9 (<a href=""https://redirect.github.com/chimurai/http-proxy-middleware/issues/1099"">#1099</a>)</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/d22d58764832fea429d60109a19e1a23136d4425""><code>d22d587</code></a> fix(fixRequestBody): check readableLength (<a href=""https://redirect.github.com/chimurai/http-proxy-middleware/issues/1097"">#1097</a>)</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/d03d51b54ac8d40db8438a8b216cf1ea92bb7849""><code>d03d51b</code></a> chore(package): v2.0.8 (<a href=""https://redirect.github.com/chimurai/http-proxy-middleware/issues/1094"">#1094</a>)</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/c50dd06d9102fbb81dd4cbad7a295dddee5f6e1e""><code>c50dd06</code></a> fix(fixRequestBody): handle invalid request (<a href=""https://redirect.github.com/chimurai/http-proxy-middleware/issues/1091"">#1091</a>)</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/76a9d8d6dc2b971f63df19d805c7ab656540525b""><code>76a9d8d</code></a> fix(fixRequestBody): prevent multiple .write() calls (<a href=""https://redirect.github.com/chimurai/http-proxy-middleware/issues/1090"">#1090</a>)</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/1e9233909839962bb3c1980848ad499b4757a71d""><code>1e92339</code></a> ci(github-actions): fix npm tag</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/90afb7c9a658b32cc8fe08950bd0926d3bb512c1""><code>90afb7c</code></a> chore(package): v2.0.7</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/0b4274e8cc9e9a2c5a06f35fbf456ccfcebc55a5""><code>0b4274e</code></a> fix(filter): handle errors</li>
<li><a href=""https://github.com/chimurai/http-proxy-middleware/commit/1bd6dd578b1326ed7979c301e3f8eb0f228f5b6f""><code>1bd6dd5</code></a> ci(github actions): add publish.yml</li>
<li>See full diff in <a href=""https://github.com/chimurai/http-proxy-middleware/compare/v2.0.6...v2.0.9"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=http-proxy-middleware&package-manager=npm_and_yarn&previous-version=2.0.6&new-version=2.0.9)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/microsoft/ML-For-Beginners/network/alerts).

</details>",dependabot[bot],49699333,open,False,0,2025-04-16T15:36:31+00:00,2025-04-16T15:36:32+00:00,,dependencies;javascript,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2991441102,796,Add visible Contributor Note for Pull Stats badge,,m-djawadi,43751412,open,False,0,2025-04-13T19:38:21+00:00,2025-04-13T19:38:21+00:00,,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2867835881,794,Update README.md,Fixed some potential misspellings/errors.,jt-216,174172008,closed,False,0,2025-02-21T03:23:22+00:00,2025-04-10T05:56:55+00:00,2025-04-10T05:56:55+00:00,,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2860724293,793,Updated Hindi Translation,"Hi @BethanyJep, I have updated the Hindi translation as mentioned in the issue. Please review and merge the pull request.",InflixOP,121241401,closed,False,2,2025-02-18T15:04:19+00:00,2025-04-27T08:38:17+00:00,2025-04-27T08:38:17+00:00,no-pr-activity,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2859940744,792,Addition of Azure Content,"Hi @microsoftopensource team, I went through the material, it is quite extensive and insightful. However, it would be helpful to include content on Azure services to guide users on implementing these models in the cloud.",InflixOP,121241401,closed,False,1,2025-02-18T10:12:42+00:00,2025-04-27T08:38:18+00:00,2025-04-27T08:38:17+00:00,no-issue-activity,0,0,0,0,0,0,0
microsoft/ML-For-Beginners,2855833902,791,rename nb,,sakhrani,23649232,closed,False,0,2025-02-16T02:28:40+00:00,2025-02-16T02:30:37+00:00,2025-02-16T02:30:37+00:00,,0,0,0,0,0,0,0
